iter	Passed	Remaining
609	1950	1247
610	1951	1242
611	1952	1238
612	1954	1233
613	1955	1229
614	1956	1224
615	1957	1220
616	1958	1215
617	1959	1211
618	1960	1206
619	1961	1202
620	1963	1198
621	1964	1193
622	1965	1189
623	1966	1185
624	1967	1180
625	1968	1176
626	1969	1171
627	1970	1167
628	1971	1162
629	1972	1158
630	1973	1154
631	1974	1149
632	1975	1145
633	1976	1140
634	1978	1137
635	1979	1132
636	1980	1128
637	1981	1124
638	1982	1119
639	1983	1115
640	1984	1111
641	1985	1107
642	1986	1102
643	1987	1098
644	1988	1094
645	1989	1090
646	1990	1085
647	1991	1081
648	1993	1078
649	1994	1074
650	1995	1069
651	1996	1065
652	1997	1061
653	1998	1057
654	1999	1053
655	2000	1049
656	2001	1045
657	2002	1040
658	2003	1036
659	2004	1032
660	2005	1028
661	2006	1024
662	2008	1020
663	2009	1017
664	2010	1013
665	2012	1009
666	2013	1005
667	2014	1001
668	2015	997
669	2016	993
670	2017	989
671	2018	985
672	2020	981
673	2021	977
674	2023	974
675	2024	970
676	2025	966
677	2026	962
678	2027	958
679	2028	954
680	2029	950
681	2030	946
682	2030	942
683	2031	938
684	2032	934
685	2033	930
686	2034	927
687	2035	923
688	2037	919
689	2038	916
690	2040	912
691	2041	908
692	2042	904
693	2043	900
694	2044	897
695	2045	893
696	2046	889
697	2047	885
698	2048	882
699	2049	878
700	2050	874
701	2052	871
702	2053	867
703	2054	864
704	2055	860
705	2056	856
706	2057	852
707	2058	849
708	2059	845
709	2061	841
710	2062	838
711	2063	834
712	2064	830
713	2065	827
714	2067	824
715	2068	820
716	2069	816
717	2070	813
718	2071	809
719	2072	806
720	2073	802
721	2074	798
722	2075	795
723	2076	791
724	2077	788
725	2078	784
726	2079	780
727	2081	777
728	2082	774
729	2083	770
730	2084	767
731	2085	763
732	2086	759
733	2087	756
734	2088	752
735	2089	749
736	2090	745
737	2091	742
738	2092	738
739	2093	735
740	2094	732
741	2095	728
742	2096	725
743	2097	721
744	2098	718
745	2099	714
746	2100	711
747	2101	708
748	2102	704
749	2103	701
750	2104	697
751	2105	694
752	2106	690
753	2107	687
754	2108	684
755	2110	681
756	2111	677
757	2112	674
758	2113	671
759	2115	667
760	2116	664
761	2117	661
762	2118	658
763	2119	654
764	2120	651
765	2121	648
766	2122	644
767	2123	641
768	2125	638
769	2126	635
770	2127	631
771	2128	628
772	2129	625
773	2130	622
774	2131	618
775	2132	615
776	2133	612
777	2134	609
778	2135	605
779	2136	602
780	2137	599
781	2138	596
782	2140	593
783	2141	590
784	2142	586
785	2143	583
786	2144	580
787	2145	577
788	2146	574
789	2147	570
790	2148	567
791	2149	564
792	2150	561
793	2151	558
794	2152	554
795	2153	551
796	2155	548
797	2156	545
798	2157	542
799	2158	539
800	2159	536
801	2160	533
802	2161	530
803	2162	527
804	2163	523
805	2163	520
806	2164	517
807	2165	514
808	2166	511
809	2167	508
810	2169	505
811	2170	502
812	2171	499
813	2172	496
814	2173	493
815	2174	490
816	2175	487
817	2176	484
818	2177	481
819	2178	478
820	2179	475
821	2180	472
822	2181	469
823	2182	466
824	2184	463
825	2185	460
826	2186	457
827	2187	454
828	2188	451
829	2189	448
830	2190	445
831	2191	442
832	2192	439
833	2193	436
834	2194	433
835	2195	430
836	2196	427
837	2197	424
838	2198	421
839	2199	419
840	2201	416
841	2202	413
842	2203	410
843	2204	407
844	2205	404
845	2206	401
846	2207	398
847	2208	395
848	2209	393
849	2210	390
850	2211	387
851	2213	384
852	2214	381
853	2215	378
854	2216	375
855	2217	373
856	2218	370
857	2219	367
858	2220	364
859	2221	361
860	2222	358
861	2223	356
862	2224	353
863	2225	350
864	2226	347
865	2229	344
866	2230	342
867	2231	339
868	2232	336
869	2233	333
870	2234	330
871	2235	328
872	2236	325
873	2237	322
874	2238	319
875	2240	317
876	2241	314
877	2242	311
878	2244	309
879	2245	306
880	2246	303
881	2247	300
882	2248	297
883	2249	295
884	2250	292
885	2251	289
886	2252	286
887	2253	284
888	2254	281
889	2255	278
890	2256	276
891	2258	273
892	2259	270
893	2260	268
894	2261	265
895	2262	262
896	2263	259
897	2264	257
898	2265	254
899	2266	251
900	2267	249
901	2268	246
902	2269	243
903	2270	241
904	2271	238
905	2273	235
906	2274	233
907	2275	230
908	2276	227
909	2277	225
910	2278	222
911	2279	219
912	2280	217
913	2281	214
914	2282	212
915	2283	209
916	2284	206
917	2285	204
918	2286	201
919	2287	198
920	2289	196
921	2290	193
922	2291	191
923	2292	188
924	2293	185
925	2294	183
926	2296	180
927	2297	178
928	2297	175
929	2298	173
930	2299	170
931	2300	167
932	2301	165
933	2303	162
934	2304	160
935	2305	157
936	2306	155
937	2307	152
938	2308	149
939	2309	147
940	2310	144
941	2311	142
942	2312	139
943	2313	137
944	2314	134
945	2315	132
946	2316	129
947	2318	127
948	2319	124
949	2320	122
950	2321	119
951	2322	117
952	2323	114
953	2324	112
954	2325	109
955	2326	107
956	2327	104
957	2328	102
958	2329	99
959	2330	97
960	2331	94
961	2333	92
962	2334	89
963	2335	87
964	2336	84
965	2337	82
966	2338	79
967	2339	77
968	2340	74
969	2341	72
970	2342	69
971	2343	67
972	2344	65
973	2345	62
974	2346	60
975	2348	57
976	2349	55
977	2350	52
978	2351	50
979	2352	48
980	2353	45
981	2354	43
982	2355	40
983	2356	38
984	2357	35
985	2358	33
986	2359	31
987	2360	28
988	2361	26
989	2363	23
990	2364	21
991	2365	19
992	2366	16
993	2367	14
994	2368	11
995	2369	9
996	2370	7
997	2371	4
998	2372	2
999	2373	0
